"danceability" "energy" "key" "loudness" "mode" "speechiness" "acousticness" "instrumentalness" "liveness" "valence" "tempo" "track_uri" "duration_ms" "time_signature" "key_mode"
0.4 0.423 "F#" -9.766 "minor" 0.0343 0.0688 0 0.0893 0.168 119.944 "3G2tkuzMveYXpT8lxOQmkv" 269507 4 "F# minor"
0.191 0.875 "F#" -3.399 "minor" 0.0626 0.0143 0.174 0.306 0.49 130.383 "6fMSZRlzs2s2Liu30tbvNe" 302813 4 "F# minor"
0.204 0.794 "E" -3.676 "major" 0.0986 0.00106 0.806 0.276 0.192 113.125 "70ph1LIMjqXd8qOG1SSk2A" 390933 3 "E major"
0.15 0.573 "C" -4.497 "minor" 0.0338 0.413 0.295 0.204 0.158 81.224 "0XFmRbeoix1ynw0Gpo9ESH" 301120 3 "C minor"
0.322 0.833 "B" -4.283 "minor" 0.0642 3.65e-05 0.867 0.118 0.386 105.056 "08mwUOr7jsVW8HDqfEjKeb" 240947 3 "B minor"
0.327 0.838 "G" -4.518 "major" 0.0715 0.172 0.258 0.109 0.655 169.892 "4nDpzM077B70PQawphj8n1" 247707 4 "G major"
0.27 0.898 "A" -4.277 "major" 0.0777 0.00152 0.954 0.264 0.38 155.942 "2w18xNHRpY4NsY7UKMuSZS" 229760 4 "A major"
0.217 0.742 "C#" -5.282 "minor" 0.0517 0.0595 0.654 0.369 0.146 124.943 "5IOVMcfBpixw8eztvXACiC" 338293 4 "C# minor"
0.352 0.917 "F" -3.651 "major" 0.102 0.00302 0.191 0.201 0.268 99.91 "5V2hHgG75bm1AessAy4NU4" 288200 4 "F major"
0.257 0.669 "D" -4.713 "major" 0.0345 0.00138 0.662 0.261 0.419 74.559 "1fTP7hhxshzziopFNfuIsp" 250987 4 "D major"
0.548 0.283 "E" -8.268 "major" 0.0299 0.937 0.0898 0.0912 0.222 99.999 "7AroIRcgyULqW2HGh648DH" 217587 4 "E major"
0.479 0.791 "C#" -8.9 "major" 0.0308 0.0205 0.945 0.247 0.288 141.993 "1wdMxbCggDPjSdBZ9OgOm3" 346880 4 "C# major"
0.424 0.88 "A" -7.915 "major" 0.0284 0.0674 0.946 0.101 0.525 142.015 "4r7t0Tm9AC2XoWxHlkNqMU" 263093 4 "A major"
0.453 0.689 "F" -7.137 "minor" 0.0303 0.698 0.889 0.0908 0.201 160.011 "6ZkUrkE48aWswWIpEZOdh2" 402573 4 "F minor"
0.346 0.762 "D#" -6.262 "major" 0.0346 0.000157 0.695 0.0956 0.331 145.986 "5529I0SGNzaulaqtACq0Ud" 257468 4 "D# major"
0.406 0.669 "F#" -8.086 "major" 0.0284 0.00269 0.919 0.197 0.152 160.037 "26KfH8nsQpBLkhAXkGeDMW" 264580 1 "F# major"
0.254 0.681 "C" -7.811 "major" 0.0358 0.00322 0.936 0.188 0.0985 122.032 "699nGbFqQRvEBMDgd6YT50" 249843 3 "C major"
0.321 0.445 "C#" -11.123 "major" 0.0303 0.0202 0.569 0.249 0.0372 136.03 "0gnt6wCtAzqZfDeDAVO2cm" 246287 3 "C# major"
0.308 0.793 "C#" -7.668 "minor" 0.0463 0.0114 0.924 0.103 0.0425 177.045 "2Y7EzpGgXasncf2wtzsSW2" 314530 4 "C# minor"
0.505 0.692 "C#" -8.719 "minor" 0.0295 0.0087 0.88 0.123 0.0931 92.025 "1wyQMJn5PuGokP6yzgwcdM" 382601 4 "C# minor"
0.508 0.832 "B" -4.395 "major" 0.032 0.000372 0 0.0859 0.404 136.004 "2vBiZ7nBe0OqTZKWGP0s4K" 228107 4 "B major"
0.663 0.977 "C" -3.024 "major" 0.0575 0.00137 1.77e-05 0.173 0.746 129.975 "6wO0vMRAJB0r1lEWBJZNOq" 219253 4 "C major"
0.489 0.748 "D" -5.488 "major" 0.0311 0.033 0 0.144 0.385 147.998 "1xQZtbipNLyP0e0hihE5F5" 262627 4 "D major"
0.544 0.802 "E" -4.152 "major" 0.0282 0.00155 7.34e-05 0.122 0.59 130.022 "7aySoZnwt7c6lA54qVVUOk" 227027 4 "E major"
0.485 0.911 "D#" -5.749 "major" 0.0355 8.67e-05 0 0.092 0.568 89.956 "4QJLKU75Rg4558f4LbDBRi" 249067 4 "D# major"
0.507 0.875 "G" -7.697 "major" 0.0389 0.00257 0 0.346 0.647 160.079 "1RG8MABX0VciDk6WYb8pBv" 273493 4 "G major"
0.568 0.932 "C" -3.671 "major" 0.0522 1.04e-05 0.101 0.0664 0.668 140.109 "5VioJjsnvJ4aXNBTXaH3Wz" 260333 4 "C major"
0.513 0.877 "G#" -3.756 "major" 0.0292 0.000932 0.000163 0.136 0.389 145.919 "3hb2ScEVkGchcAQqrPLP0R" 258920 4 "G# major"
0.518 0.797 "F#" -5.153 "major" 0.0309 0.000696 0 0.107 0.293 132.915 "0ADZ5dmXhlfzjMw6lefoPl" 238173 4 "F# major"
0.522 0.874 "F#" -4.392 "minor" 0.0362 0.000273 0.00579 0.261 0.196 132.018 "4qWQPFK9AtqqxJqGicATHv" 215106 4 "F# minor"
0.455 0.858 "B" -5.659 "minor" 0.0391 0.000616 0.000247 0.226 0.597 163.118 "4PkJ7c9y1CwpuVOiJODnCZ" 207467 4 "B minor"
0.598 0.808 "A#" -5.209 "major" 0.0388 0.00304 0 0.147 0.288 128.025 "2cCWbBmadLbKvr9xddC79R" 232240 4 "A# major"
0.424 0.895 "B" -4.353 "major" 0.0428 0.117 0 0.0843 0.505 165.916 "1xzL74JWXGUWcAy2c7CsUg" 237747 4 "B major"
0.572 0.77 "D" -7.806 "minor" 0.0345 0.00491 3.26e-05 0.0602 0.381 127.986 "7gVH2zFupFm880ShTYQiJF" 237532 4 "D minor"
0.492 0.673 "C" -8.673 "minor" 0.0325 0.00291 1.1e-05 0.0508 0.456 125.048 "14clEZkadVO93IpFXYLpv4" 276121 4 "C minor"
0.423 0.922 "C" -8.59 "major" 0.051 6.13e-05 0.000169 0.549 0.492 159.06 "2mPosfGTy1AwVQUxYLaXHK" 242784 4 "C major"
0.481 0.918 "F" -8.846 "major" 0.0597 0.00032 0.0403 0.0746 0.271 80.028 "5pzv2WEBck9YA2PEEmGzHp" 263398 4 "F major"
0.382 0.496 "D" -10.579 "minor" 0.0291 0.00238 0 0.107 0.0739 110.489 "3GybKCfaJbtHRLtIVfbO7Z" 273128 4 "D minor"
0.399 0.681 "B" -10.399 "minor" 0.0431 0.295 0.000269 0.156 0.343 167.797 "5lsy4X3zocxGWJSxqATMFA" 305972 3 "B minor"
0.53 0.843 "D#" -5.917 "major" 0.0286 0.00259 1.76e-05 0.143 0.483 155.033 "1cAMXz9mnvrqyQLSG4KeeE" 340320 4 "D# major"
0.394 0.944 "A#" -6.506 "minor" 0.0761 0.00178 4.54e-06 0.298 0.265 105.338 "6QewNVIDKdSl8Y3ycuHIei" 292581 4 "A# minor"
0.284 0.875 "B" -6.069 "minor" 0.0422 0.00752 0.000461 0.402 0.595 75.009 "1L94M3KIu7QluZe63g64rv" 340907 4 "B minor"
0.36 0.684 "E" -6.457 "minor" 0.0308 0.323 0 0.34 0.2 77.15 "5Xak5fmy089t0FYmh3VJiY" 342653 4 "E minor"
0.374 0.899 "A" -5.084 "major" 0.0624 6.66e-05 0.901 0.353 0.188 136.034 "66VqEn2Xyt5tu1wIvqFBzw" 277203 3 "A major"
0.222 0.723 "D" -7.216 "major" 0.0481 0.0112 0.824 0.108 0.0388 103.907 "7lWUMvcKBR9RtEJubQONkd" 508127 4 "D major"
0.497 0.863 "A" -6.113 "minor" 0.0475 0.00316 0.918 0.106 0.131 117.977 "02rNiBybNdOOlPRonQEKLr" 297743 4 "A minor"
0.409 0.934 "F#" -5.31 "minor" 0.14 2.87e-05 0.721 0.19 0.145 120.044 "0uXme861HlofXfMJztcgTH" 365916 4 "F# minor"
0.158 0.15 "F#" -17.535 "minor" 0.0377 0.823 0.94 0.108 0.0363 108.14 "3d7MZTEcBmI3eKwkc3zp9E" 192086 4 "F# minor"
0.561 0.772 "D" -7.024 "major" 0.0485 0.0623 0.832 0.121 0.121 126.015 "6CxnikJKyqcmqEe3snhUQD" 421768 4 "D major"
0.427 0.901 "E" -6.379 "major" 0.0715 0.00035 0.869 0.123 0.12 159.956 "28tDxihCMdcTvhzcHbhpg3" 329613 3 "E major"
0.466 0.449 "A" -9.688 "major" 0.039 0.295 0.899 0.0807 0.0877 150.059 "61MGc3J3ywA0v4r1MwWRfH" 536384 4 "A major"
0.447 0.932 "B" -2.696 "major" 0.0728 6e-04 0.0833 0.145 0.404 174.871 "0sBSzgL9c86KDE7XcH1B7u" 288867 4 "B major"
0.419 0.81 "C#" -4.713 "minor" 0.0414 0.023 1.66e-06 0.0772 0.26 145.993 "2lLTvWnRqTGLzDSQo4sfRM" 304267 4 "C# minor"
0.591 0.97 "A#" -2.688 "minor" 0.0744 0.000175 0.000504 0.0733 0.407 125.018 "6aP6iblynFrsXQyK1RXsbt" 227573 4 "A# minor"
0.486 0.937 "F#" -4.173 "minor" 0.0801 0.000595 0.00436 0.0977 0.26 158.964 "38bbovYar3ALI6QxOq9aiC" 312053 4 "F# minor"
0.468 0.926 "C#" -3.935 "minor" 0.0394 5.41e-05 0.0494 0.182 0.472 95.019 "6JodmNpgTZZ45jfvO2gF6Y" 303935 4 "C# minor"
0.515 0.913 "C#" -4.549 "minor" 0.03 2.56e-05 0.145 0.0687 0.49 95.006 "7kYQOJLTptA26nhScSRWg2" 264385 4 "C# minor"
0.563 0.71 "G#" -5.834 "minor" 0.0333 0.00113 0.000522 0.0802 0.342 125.961 "2dyaz1CGDLKCWTiWNE3A6F" 203050 4 "G# minor"
0.415 0.889 "A#" -4.914 "minor" 0.0405 1.75e-05 3.61e-05 0.287 0.448 149.999 "2EGqtTAsDeitdQEXgJ69KY" 326427 4 "A# minor"
0.251 0.931 "D#" -3.021 "minor" 0.051 7.23e-05 3.76e-06 0.0474 0.481 92.046 "5nD5LgJhdyoTOvYQWyaWQO" 276480 4 "D# minor"
0.508 0.613 "G#" -4.788 "minor" 0.0283 0.352 1.1e-05 0.155 0.23 139.701 "3G80CgLA7ziD8i40s6uKQN" 320467 4 "G# minor"
0.491 0.906 "F#" -5.005 "minor" 0.0358 4.82e-06 0.398 0.149 0.278 110.056 "6ov6Q3CotwF0UJ3Fv0bmz5" 347013 4 "F# minor"
0.48 0.535 "C" -10.232 "major" 0.0324 0.371 0 0.0929 0.293 75.766 "3ovjw5HZZv43SxTwApooCM" 313227 4 "C major"
0.282 0.605 "F#" -4.916 "minor" 0.0294 0.0047 0.00144 0.103 0.0783 103.929 "0RdUX4WE0fO30VnlUbDVL6" 403453 4 "F# minor"
0.349 0.448 "C#" -11.554 "major" 0.0304 0.47 0.00257 0.242 0.187 107.833 "1bKQ48M9onID2kbSpRy8kK" 273200 4 "C# major"
0.52 0.284 "E" -18.18 "major" 0.0311 0.92 0.913 0.0717 0.0495 87.986 "2mRiYprn1Ia7kVevhMvuRG" 290440 3 "E major"
0.215 0.496 "F#" -10.522 "minor" 0.0361 0.197 0.909 0.0805 0.0595 103.029 "0SGcmc8sLOYfXJrfe0snFE" 379907 3 "F# minor"
0.348 0.528 "A#" -8.257 "minor" 0.036 0.00195 0.84 0.143 0.0394 122.062 "0H6Vezbje8s3iqdBpOqf45" 385507 5 "A# minor"
0.383 0.57 "D#" -13.502 "minor" 0.0517 0.0287 0.752 0.204 0.1 119.957 "5uJ1LNHVi3BL52cNWOv4Rz" 404893 4 "D# minor"
0.462 0.89 "C#" -4.853 "major" 0.0382 2.99e-05 0.00909 0.0685 0.383 155.008 "4wh0E9OwMCxcaIKTg0Mts9" 214853 4 "C# major"
0.4 0.886 "G" -5.078 "major" 0.0521 0.000868 0.000211 0.122 0.406 195.958 "2D9BrlpeyjXF0vli2dYQ5V" 228867 4 "G major"
0.341 0.797 "D#" -3.476 "major" 0.0435 9.86e-05 0 0.12 0.241 125.015 "0c3fJd2HRi6uHWgTljIae5" 258253 4 "D# major"
0.395 0.959 "A#" -4.409 "minor" 0.0632 6.2e-05 0.0447 0.102 0.319 167.093 "1XKopm6Ka62xxgI3xIjcRJ" 200549 4 "A# minor"
0.344 0.865 "F" -4.118 "minor" 0.0463 0.000101 0.000247 0.0951 0.323 182.868 "7g3xNt3jm47XwxFdBaihOv" 218469 4 "F minor"
0.494 0.926 "A#" -4.367 "minor" 0.111 0.000265 0 0.229 0.402 133.967 "7uVACIEJDMZUI7hCLwlpTM" 252815 4 "A# minor"
0.342 0.93 "D#" -4.494 "minor" 0.132 0.00016 0.000387 0.132 0.188 155.021 "4TzPJya2sIhNXAAIm0OmUf" 227095 3 "D# minor"
0.603 0.886 "F" -3.777 "minor" 0.0837 0.00045 0 0.26 0.395 126.025 "5K6RaVB9GzHZ3koUWxpViu" 229933 4 "F minor"
0.475 0.835 "B" -5.366 "major" 0.0427 0.000376 7.91e-05 0.123 0.473 74.971 "7KJxZtwXXyMCExlbdW5gwT" 225853 4 "B major"
0.507 0.766 "A" -6.038 "major" 0.0284 0.000466 1.37e-06 0.129 0.326 96.009 "0b0JX02hZ15K5XES2HUqXx" 204600 4 "A major"
0.483 0.941 "D" -3.598 "minor" 0.0575 0.000526 3.5e-06 0.31 0.503 156.033 "2Nax7u2ORDfRa218frDYks" 232067 4 "D minor"
0.493 0.835 "G" -5.249 "major" 0.0313 0.0221 0 0.199 0.361 90.024 "7kFGWU7eCyK6Sfaj6qXdtw" 229160 4 "G major"
0.373 0.939 "C#" -3.153 "minor" 0.0603 0.00677 0 0.137 0.429 176.022 "78kfcvcBhW04tYEemcZ7hF" 233293 4 "C# minor"
0.64 0.957 "G#" -2.336 "major" 0.0741 0.0431 0 0.0789 0.692 134.992 "7awm2A58KZg6773pXCj8lZ" 178013 4 "G# major"
0.434 0.939 "E" -2.983 "minor" 0.0593 0.0425 0 0.491 0.569 159.932 "2PIoCxQLEIBTWoojexO0Cm" 209493 4 "E minor"
0.509 0.938 "B" -3.883 "minor" 0.0715 0.000644 0.00246 0.14 0.335 94.019 "063KUC8KY6hyfJqA1z17aN" 204347 4 "B minor"
0.445 0.953 "F" -2.463 "minor" 0.0704 0.0106 0 0.281 0.475 172.063 "6KELxRzp9AHWTP6dVGaLBv" 225280 4 "F minor"
0.359 0.955 "E" -2.323 "minor" 0.12 0.00116 0 0.349 0.446 170.033 "7eEwpaePRDOxOWMDAhqQwS" 230427 4 "E minor"
0.533 0.967 "C#" -2.543 "major" 0.0995 0.00791 0 0.336 0.782 142.018 "1LRrtSE3M3TxwrtCXP5pyS" 186813 4 "C# major"
0.593 0.2 "G#" -11.063 "major" 0.0311 0.904 0 0.0897 0.17 83.966 "3xXBsjrbG1xQIm1xv1cKOt" 255067 4 "G# major"
0.289 0.303 "C#" -12.032 "major" 0.0382 0.832 0 0.866 0.208 146.651 "0w4ZwKHHEkXtvHMNUjFPdB" 209493 1 "C# major"
0.542 0.853 "D#" -6.407 "minor" 0.0498 0.0103 0 0.108 0.37 105.256 "60a0Rd6pjrkxjPbaKzXjfq" 216933 4 "D# minor"
0.496 0.863 "A" -4.153 "major" 0.0381 0.0046 0 0.639 0.243 110.018 "2nLtzopw4rPReszdYBJU6h" 185587 4 "A major"
0.623 0.93 "F" -5.285 "major" 0.0324 0.0141 1.64e-06 0.138 0.287 120.119 "18lR4BzEs7e3qzc0KVkTpU" 205613 4 "F major"
0.58 0.702 "E" -5.565 "major" 0.0337 0.0466 3.2e-06 0.536 0.299 105.076 "57BrRMwf9LrcmuOsyGilwr" 208960 4 "E major"
0.483 0.862 "B" -3.863 "minor" 0.0857 0.00571 0 0.226 0.453 124.026 "0zqwz7SNny9fwqSDpIu4qN" 275787 4 "B minor"
0.57 0.798 "D" -6.136 "major" 0.036 0.079 2.87e-05 0.086 0.149 105.001 "1dUU2RYiMZ9HCk6CB9Akup" 302040 4 "D major"
0.515 0.825 "D" -5.513 "major" 0.0562 0.00177 1.13e-06 0.153 0.432 135.078 "6nF6vVBsbbDVBezCW8y96B" 247813 4 "D major"
0.293 0.816 "G#" -5.432 "major" 0.0844 0.0401 2.95e-05 0.13 0.148 164.982 "4h4IbBIfccSMzbubCAMZT9" 347667 4 "G# major"
0.404 0.723 "F#" -5.26 "major" 0.0571 0.0661 1.91e-06 0.233 0.225 160.048 "7nQvsGF9dfD0ZaXIFT8hoF" 326983 4 "F# major"
0.534 0.747 "A#" -5.678 "minor" 0.0443 0.041 5.74e-06 0.261 0.278 124.971 "72ZFyr4MA9FINYdgiZvHql" 372133 4 "A# minor"
0.502 0.948 "F#" -3.717 "major" 0.121 0.0099 4.54e-06 0.0809 0.102 139.979 "68y7qIDx18CBvrs77BHs0U" 273467 4 "F# major"
0.441 0.655 "D" -5.949 "major" 0.0627 0.0174 0.000174 0.0932 0.228 164.499 "4sMH8J5nB9kTopGCXaKPtm" 342960 4 "D major"
0.556 0.776 "A" -5.831 "minor" 0.0511 0.000294 0.00254 0.0983 0.374 134.981 "6jUNS82ArW1rStwrjKNhFk" 338467 4 "A minor"
0.213 0.731 "B" -6.304 "major" 0.0599 0.013 0.858 0.0765 0.229 95.032 "5DN5us9BdMem6k96KjhHal" 331026 4 "B major"
0.367 0.922 "E" -3.226 "minor" 0.0737 0.000431 0.000204 0.108 0.405 136.189 "4004xnMLj5QGxWvu6JPcJ7" 302267 4 "E minor"
0.38 0.957 "G#" -4.576 "minor" 0.104 0.00131 0.536 0.346 0.466 180.013 "4cfEA7zQhaQpkhUFonoOPw" 265227 4 "G# minor"
0.484 0.903 "C#" -5.12 "minor" 0.0961 0.000993 0.0118 0.192 0.45 97.464 "2kNwTLUVbnNkBKaQw0apx0" 241853 4 "C# minor"
0.51 0.976 "B" -5.008 "minor" 0.0633 3.27e-05 0.503 0.305 0.571 112.497 "4izgrNgJkr8AUbrhZbHrJx" 235773 4 "B minor"
0.52 0.938 "G#" -4.099 "major" 0.155 0.00635 4.09e-05 0.0597 0.455 92.302 "3lPSaYAvlmzNxkOKo79zps" 181507 4 "G# major"
0.359 0.929 "E" -4.631 "minor" 0.227 0.000132 0.169 0.184 0.235 147.485 "4uUQRXBBqtUNstHF4q5L4u" 228667 4 "E minor"
0.448 0.925 "A" -5.015 "major" 0.102 5.48e-05 0.0217 0.299 0.459 155.082 "0DvhVymIbbL50V9DvtJ60I" 194640 4 "A major"
0.454 0.956 "G#" -3.74 "major" 0.168 0.0012 0.159 0.0662 0.368 165.03 "4lMCA8ZLk8qLvJlWaufvcC" 221293 4 "G# major"
0.493 0.937 "B" -4.951 "minor" 0.0503 0.00134 0.0786 0.334 0.229 100.032 "6AJvaMDOSgac1MSazbQ3ze" 235880 4 "B minor"
0.268 0.977 "G#" -4.791 "major" 0.149 1.8e-05 0.931 0.0781 0.1 116.326 "6OzsGzwDT4sVVcVUyTOjhi" 249373 3 "G# major"
0.431 0.847 "B" -4.047 "major" 0.0463 0.00969 0.00473 0.327 0.266 134.826 "12tw0TYIJMf1bowLBYWqTp" 224800 4 "B major"
0.293 0.681 "D" -4.183 "minor" 0.0358 0.00629 0.0598 0.216 0.182 159.86 "0TsZNtquxH6aPRAPB3cSyt" 232693 4 "D minor"
0.292 0.962 "F#" -4.324 "minor" 0.182 0.000285 7.36e-05 0.343 0.306 200.12 "1kZ0A7Gd9P7QnZhOEPuwKE" 186843 4 "F# minor"
0.281 0.402 "E" -17.921 "major" 0.0291 0.0734 0.83 0.0593 0.0793 115.7 "24JygzOLM0EmRQeGtFcIcG" 497493 3 "E major"
0.372 0.0195 "A" -24.858 "minor" 0.0661 0.992 0.914 0.128 0.126 83.239 "5mFYklwVR3EPIsSCLypH2s" 135894 4 "A minor"
0.363 0.32 "A" -9.225 "major" 0.0306 0.161 0.672 0.081 0.0898 134.972 "3ofrLJrQjMPuEBQddeAbZn" 457227 3 "A major"
0.186 0.639 "A" -6.843 "major" 0.0429 0.133 0.899 0.0869 0.0369 122.923 "12QJqHI3RiUpGcLocAeX5S" 624213 4 "A major"
0.389 0.451 "F" -10.178 "major" 0.0348 0.0161 0.883 0.1 0.103 120.004 "0ShRA42x4JktP8iVfESzvQ" 267333 3 "F major"
0.449 0.967 "A" -3.534 "major" 0.109 6.24e-05 0 0.106 0.71 169.99 "1j9Qdf1g0c5Xb2nDOIuEAw" 177347 4 "A major"
0.407 0.971 "C" -4.579 "major" 0.125 0.000156 1.37e-05 0.127 0.466 190.019 "6HTV18UB73zC3TtAQzorhn" 214027 4 "C major"
0.294 0.977 "D" -3.388 "major" 0.054 3.64e-05 0 0.536 0.575 131.788 "4qfHnhlmu0nrGKW7FZZgOy" 222773 4 "D major"
0.48 0.958 "F" -3.914 "major" 0.044 0.000133 0.00554 0.667 0.423 150.011 "5FDIvSREyJCQ8QomstW0h7" 198747 4 "F major"
0.468 0.931 "B" -3.94 "minor" 0.0893 2.22e-05 0.174 0.528 0.483 169.93 "2wGQCrr2h2gdkfxPRqrm06" 205827 4 "B minor"
0.522 0.923 "B" -8.83 "major" 0.0712 0.00552 0.865 0.111 0.0561 130.018 "1zzMt7jo62ulV2C89aIxyk" 141000 4 "B major"
0.556 0.919 "A" -4.15 "major" 0.0517 0.000218 0 0.144 0.339 130.044 "2pIcwM7RNL7ero7tDbbUTm" 203187 4 "A major"
0.381 0.978 "A#" -3.57 "major" 0.0624 5.32e-06 0.0269 0.22 0.315 175 "0bgjc3LuT28tbmULMXnkEg" 194627 4 "A# major"
0.401 0.963 "E" -3.766 "major" 0.084 3.17e-05 3.71e-06 0.513 0.467 179.956 "6Ufv1h4mBAHuPxIw3aNOvd" 177200 4 "E major"
0.445 0.925 "D" -4.278 "major" 0.0734 4.82e-05 0.003 0.699 0.566 181.89 "3wQHmG5xVVlOvDdaOyxYB2" 200600 4 "D major"
0.464 0.977 "C" -3.683 "major" 0.0482 3.91e-06 0.0113 0.45 0.535 139.975 "2fKFGawmAB12iQ1dN8Dt33" 225413 4 "C major"
0.55 0.734 "F" -6.15 "major" 0.0306 0.00826 0 0.108 0.254 130.03 "1i3FYhuMcqVHJGUKHkzlio" 222333 4 "F major"
0.238 0.779 "D" -8.019 "minor" 0.0598 9.96e-05 0.921 0.117 0.0746 190.915 "4Y0ia3PjGDkHRnAXpeyrit" 528773 3 "D minor"
0.419 0.934 "G" -3.908 "minor" 0.12 0.000278 0.0015 0.132 0.286 127.288 "2DlHlPMa4M17kufBvI2lEN" 210240 4 "G minor"
0.413 0.873 "G#" -4.151 "major" 0.0535 0.000264 0.0025 0.204 0.481 116.681 "0snQkGI5qnAmohLE7jTsTn" 218933 3 "G# major"
0.556 0.981 "C#" -2.688 "minor" 0.128 0.00662 0 0.218 0.716 101.423 "0EYOdF5FCkgOJJla8DI2Md" 255467 4 "C# minor"
0.458 0.783 "G#" -3.226 "minor" 0.0322 0.346 6.14e-06 0.13 0.224 113.072 "4xBHZ2Mr0gCdFYXrPZuYXO" 167907 3 "G# minor"
0.554 0.932 "F" -3.424 "minor" 0.0484 0.00154 0.000142 0.425 0.478 112.49 "1vcxF91pWs9uNwDROuiCPB" 242280 4 "F minor"
0.387 0.94 "F" -4.16 "minor" 0.0528 0.00369 0 0.0759 0.444 134.876 "5sG3G54H21hNfd5etlheoe" 238573 4 "F minor"
0.198 0.977 "D#" -3.499 "minor" 0.173 0.00131 4.62e-05 0.23 0.351 195.795 "2VGQ342iuqj6aSaYbyBQVJ" 199387 4 "D# minor"
0.645 0.417 "E" -7.022 "major" 0.029 0.543 0 0.0982 0.256 77.054 "00hVU6kDP67JHurfwG2dtq" 253080 4 "E major"
0.448 0.826 "D" -3.244 "minor" 0.0319 0.00756 0 0.117 0.19 77.093 "1vNoA9F5ASnlBISFekDmg3" 254805 4 "D minor"
0.475 0.789 "F" -8.893 "minor" 0.0578 0.313 0.965 0.104 0.63 137.984 "4MUN6PQPplQDajjx7NCcdr" 128413 4 "F minor"
0.143 0.423 "C" -12.061 "major" 0.0514 0.546 0.941 0.111 0.0756 75.589 "21xzmXTJDXXIyH6KnqviXH" 233268 1 "C major"
0.396 0.718 "D" -9.887 "minor" 0.0459 0.0823 0.87 0.0612 0.131 91.063 "1yGtwQmr4NRzftGOHU6vX2" 199471 4 "D minor"
0.617 0.477 "D" -9.699 "minor" 0.031 0.921 0.848 0.122 0.342 120.044 "5ugCgHftDye3SLUM8tSVH0" 110627 4 "D minor"
0.155 0.406 "C" -13.163 "minor" 0.0514 0.0557 0.885 0.0791 0.0869 106.083 "6u5olIUAuEmBhA5DeSyJWs" 233147 4 "C minor"
0.417 0.511 "A#" -6.144 "minor" 0.028 0.543 0.000369 0.0984 0.168 73.996 "1DH9pHPoBQ1YJRbzuFfnhV" 222333 4 "A# minor"
0.497 0.509 "C" -7.802 "major" 0.03 0.207 0.00126 0.146 0.18 119.751 "4pjh4Dk29lwxAlIehtdZbr" 255413 4 "C major"
0.397 0.926 "A#" -5.771 "major" 0.0477 0.000404 0.0345 0.131 0.177 95.965 "3TWsSGCMrziNyG0XAYr4Bg" 287765 4 "A# major"
0.344 0.503 "A" -7.085 "minor" 0.0372 0.593 0.858 0.103 0.0748 149.998 "4wIH1qDCJTIJ071EQkPwwm" 188832 3 "A minor"
0.595 0.156 "E" -17.532 "major" 0.0344 0.936 0.461 0.109 0.25 127.146 "6OU93vhG3z9AMAmx5Od654" 221947 4 "E major"
0.359 0.416 "C" -10.315 "major" 0.043 0.925 0.896 0.0685 0.418 172.669 "6gQEzbiJgaTxi4NiVdKjdW" 313693 4 "C major"
0.503 0.568 "D" -7.392 "major" 0.0344 0.745 0.712 0.0757 0.745 127.073 "1KEMFdqpHnQODPxV6Il3rV" 191933 4 "D major"
0.395 0.362 "A#" -10.305 "major" 0.0447 0.901 0.842 0.107 0.39 119.331 "5JKifvL0EUMdEScCzKbbOv" 235173 3 "A# major"
0.54 0.334 "C#" -11.611 "minor" 0.058 0.157 0.912 0.0695 0.594 91.631 "1BMep2eRJLHOZnpL8Kd0lY" 256520 4 "C# minor"
0.396 0.355 "B" -10.437 "major" 0.038 0.878 0.871 0.102 0.655 172.129 "32FQR3OWKhq3UYYjpg4eD6" 307278 4 "B major"
0.2 0.457 "G" -16.408 "major" 0.0359 0.808 0.907 0.0884 0.146 152.352 "3Vwq6JJWt9bLiM19Rn3ojz" 290333 4 "G major"
0.379 0.334 "G" -16.228 "major" 0.0357 0.909 0.9 0.103 0.296 165.147 "74pXc3sQakWZa5m2UU1oQA" 235933 4 "G major"
0.599 0.437 "G" -11.913 "major" 0.0442 0.579 0.81 0.0979 0.498 116.867 "00W6XmEwFMmgyrMCbNt0m6" 208853 4 "G major"
0.423 0.465 "G" -14.691 "major" 0.036 0.69 0.871 0.116 0.531 81.342 "0M94ZymtWTm1ZuuAx7mrMt" 193200 4 "G major"
0.346 0.447 "C" -11.415 "major" 0.0323 0.587 0.918 0.11 0.782 169.831 "3kloDsCXQpBsIY107DgpBP" 220467 4 "C major"
0.282 0.499 "E" -7.969 "major" 0.0292 0.273 0.908 0.153 0.279 95.95 "59tcQJiHwApzE4h6yVnL9i" 699261 4 "E major"
0.331 0.143 "F" -21.105 "major" 0.0321 0.977 0.908 0.0856 0.102 144.527 "1wAYqy7ZpKbPRIxJMW77N7" 216507 4 "F major"
0.253 0.15 "D#" -22.884 "major" 0.0324 0.967 0.875 0.137 0.0789 71.68 "3Zw3QbJrEZeeVhi6nmZNcR" 214649 3 "D# major"
