"danceability" "energy" "key" "loudness" "mode" "speechiness" "acousticness" "instrumentalness" "liveness" "valence" "tempo" "track_uri" "duration_ms" "time_signature" "key_mode"
0.4 0.814 "F#" -5.707 "major" 0.038 0.0032 0 0.104 0.312 80.022 "05Pp8phx4ZrVcWmwEJOJ8J" 324383 4 "F# major"
0.505 0.947 "F#" -5.533 "major" 0.0546 1.06e-05 3.27e-06 0.374 0.551 115.993 "18iRB1dGKB7tDfGrjT76ef" 280746 4 "F# major"
0.406 0.966 "F#" -5.074 "major" 0.104 1.62e-06 7.94e-05 0.319 0.317 128.003 "7Jca3PiT0LghKhV3PwOHBR" 258517 4 "F# major"
0.312 0.906 "F#" -5.346 "major" 0.0695 4.09e-05 0 0.139 0.311 76.066 "7IdohxyKvDh5ef1ndpa9eR" 282316 4 "F# major"
0.519 0.99 "C#" -3.805 "minor" 0.0985 1.7e-05 0.000251 0.0849 0.285 118.033 "2I75GCnEOzCvNpxCR3XYZH" 256867 4 "C# minor"
0.151 0.776 "F#" -5.668 "major" 0.0482 0.000315 6.1e-06 0.104 0.0918 162.913 "1JTBOAhmTlQOijc45V8xlE" 294067 4 "F# major"
0.179 0.963 "G#" -3.342 "major" 0.101 7.43e-06 2e-06 0.184 0.332 96.978 "1KQGu54AFWRNYVsVcnBKF7" 253720 4 "G# major"
0.522 0.924 "C#" -4.395 "major" 0.0452 0.00019 0.000105 0.0934 0.484 136.55 "1qxo54Yv4NGQQdHbwaZ9uT" 265533 4 "C# major"
0.285 0.846 "C#" -4.852 "major" 0.0661 3.17e-05 8.24e-06 0.28 0.216 162.928 "4jync7cXgxHQpq5SObqY9Q" 289427 3 "C# major"
0.218 0.973 "D#" -4.121 "major" 0.17 2.83e-05 3.66e-06 0.283 0.266 193.193 "0X3nnO71PbGXjtxQ7ocwux" 284533 4 "D# major"
0.11 0.942 "G#" -4.24 "major" 0.0851 3.17e-05 0 0.29 0.265 86.804 "7fHrRDDPQusWxixI5ZBddU" 255893 3 "G# major"
0.326 0.814 "G" -4.073 "major" 0.0369 0.00224 0 0.116 0.332 152.077 "6TDlUUqRocCBLaDmOsWuOy" 319587 3 "G major"
0.388 0.954 "C#" -3.636 "major" 0.0707 2.01e-05 2.98e-06 0.343 0.307 104.874 "7BJBx1yRqTEq5UuvpgL9mq" 235293 4 "C# major"
0.241 0.918 "A" -4.293 "major" 0.0567 2.26e-05 0.0023 0.13 0.335 157.106 "0EXQrlbFY1BNGuiRCIkAab" 356440 4 "A major"
0.256 0.89 "C#" -4.701 "minor" 0.0534 4.41e-05 1.65e-06 0.0865 0.429 170.381 "1YAVmeqGusMSukJiJeKdHy" 262067 4 "C# minor"
0.279 0.94 "D#" -3.911 "major" 0.0945 0.000134 0 0.0927 0.392 170.535 "3npyKONOsAtjGA9qCMssxo" 261827 4 "D# major"
0.371 0.882 "F#" -4.755 "major" 0.0527 2.55e-05 4.37e-05 0.148 0.183 91.079 "63PewnSKS07w9ppodd0ZdB" 271360 4 "F# major"
0.334 0.857 "D" -4.522 "major" 0.0449 0.00907 0 0.0987 0.327 152.362 "6LI5LDsuLO2niRcDKdFl6x" 272187 3 "D major"
0.377 0.898 "E" -5.291 "major" 0.0415 0.000149 1.02e-05 0.108 0.169 156.976 "7GlSBZ0t9Ut6GP6XZxvZ3V" 322347 3 "E major"
0.217 0.912 "C#" -4.466 "major" 0.0634 0.000142 0 0.132 0.413 123.989 "5oYVjeu38v72SifpK5KTj7" 279173 4 "C# major"
0.417 0.946 "F#" -4.289 "minor" 0.0608 1.67e-05 2.75e-05 0.366 0.214 91.996 "5x59gN6TyOoh7sqOiprVjr" 208613 4 "F# minor"
0.43 0.908 "F#" -4.377 "major" 0.0399 6.12e-06 4.34e-05 0.132 0.386 87.947 "5ga4rSuMStsVWFQ1bcTJxH" 247373 3 "F# major"
0.158 0.976 "G" -4.57 "minor" 0.379 0.000317 0.000138 0.318 0.125 78.583 "3DjAzhKrzyEKxsSYSoKolW" 199480 4 "G minor"
0.378 0.971 "A#" -4.281 "minor" 0.0883 1.98e-05 0.0176 0.313 0.267 97.617 "747lAsjzxmpbfXP28D1Swf" 231813 4 "A# minor"
0.386 0.888 "C#" -4.908 "major" 0.0525 0.00152 0.000658 0.112 0.345 148.232 "7IsELpCfT5WrGYMbmW3H1Y" 294947 4 "C# major"
0.364 0.978 "C#" -3.93 "minor" 0.221 0.000214 5.02e-06 0.264 0.233 165.974 "0tUzJjaiuKQjQD4Zrgdyvg" 275013 4 "C# minor"
0.25 0.965 "B" -5.175 "minor" 0.101 0.00138 3.87e-05 0.107 0.348 102.174 "267toadcRdSB8suEt9cpw0" 259960 3 "B minor"
0.35 0.975 "D#" -3.242 "major" 0.129 8.65e-05 1.36e-05 0.216 0.267 160.069 "6wb6eqZVfvmj2FVg9jCV1K" 246787 4 "D# major"
0.337 0.964 "G" -4.034 "major" 0.148 0.00257 4.11e-06 0.13 0.153 159.935 "5yBSe9ngIvMgZB3IAI6qw6" 261400 4 "G major"
0.279 0.806 "F#" -4.714 "minor" 0.0448 0.00499 0.0126 0.116 0.132 149.463 "2o4AknH1hXnleCRW2rH45w" 478133 3 "F# minor"
0.277 0.939 "C#" -4.312 "minor" 0.0736 0.00157 9.41e-06 0.0957 0.263 167.011 "18c2Te02II2pKcafbIs3sD" 260173 4 "C# minor"
0.383 0.917 "E" -5.418 "major" 0.0636 0.000273 4.09e-06 0.081 0.286 157.627 "1OjncVGYJ2STFR1ot3JO2X" 236480 4 "E major"
0.424 0.926 "A" -4.189 "major" 0.0738 0.00025 0 0.257 0.368 114.201 "53iDAWp1bf21s8xWoMfQjQ" 264733 3 "A major"
0.418 0.872 "D#" -4.338 "minor" 0.0437 0.00344 3.26e-05 0.114 0.298 150.088 "4UWlN9jbRWm5G5fzCFS2Oj" 286413 4 "D# minor"
0.247 0.951 "G#" -4.678 "major" 0.0978 0.000564 0 0.132 0.268 174.645 "5LM4NBL1IqTJRuaTybFe65" 226360 4 "G# major"
0.357 0.932 "C#" -2.996 "major" 0.0908 2.24e-05 6.94e-06 0.113 0.297 75.11 "1PotmRJ9g0y6zLVbJMKeV2" 283827 4 "C# major"
0.405 0.988 "E" -3.441 "major" 0.276 4.39e-05 4.26e-06 0.167 0.183 139.05 "2h0qBK4pSWY6WlRym0xaEh" 245200 4 "E major"
0.179 0.904 "D" -3.95 "major" 0.0806 0.000284 1.13e-06 0.36 0.347 162.271 "3Gbyl3XZVeEcnFPiiPR09n" 298600 4 "D major"
0.246 0.816 "D" -5.113 "major" 0.0432 0.00202 0.000168 0.0662 0.201 136.746 "0QULseV272MmSxtvK6Fe2w" 371173 4 "D major"
0.497 0.982 "G#" -3.272 "major" 0.108 9.05e-06 0 0.0939 0.183 109.911 "3UULkHdmLDqBDPmBYltoRE" 259960 4 "G# major"
0.447 0.713 "A#" -5.387 "minor" 0.0345 0.00695 0.000106 0.121 0.138 138.095 "7ePjtuqKqa0ZbzznCNqiEf" 306600 4 "A# minor"
0.29 0.634 "F#" -5.95 "major" 0.0335 0.00718 8.26e-05 0.172 0.177 139.979 "0T9tbj6zsRKLiUx06sbOWX" 340107 4 "F# major"
0.33 0.868 "G#" -3.662 "major" 0.0538 0.000128 0 0.267 0.392 150.017 "20iv6eIFgXokinSmgAkVxS" 286467 4 "G# major"
0.277 0.923 "F#" -3.492 "major" 0.0663 4.61e-05 6.7e-05 0.129 0.218 159.358 "628uwDKU7LqR8C0o2KTTd7" 325067 4 "F# major"
0.289 0.868 "C" -4.231 "major" 0.0577 0.000137 2.33e-06 0.583 0.198 138.861 "1o9ydH6XyWboIFZIZSDXfj" 308733 4 "C major"
0.381 0.885 "C" -5.368 "major" 0.114 0.000492 1.17e-05 0.0961 0.0526 144.003 "4rgE0xiMwo4icKEa4w8Vun" 297600 4 "C major"
0.505 0.947 "F#" -5.533 "major" 0.0546 1.06e-05 3.27e-06 0.374 0.551 115.993 "42E3fnFeb2vK9iVoCNXrTx" 280746 4 "F# major"
0.223 0.966 "G#" -4.117 "major" 0.105 2.55e-05 2.84e-05 0.0565 0.171 132.063 "65Orp3feanNAbiKn6MOzdO" 305030 4 "G# major"
0.519 0.99 "C#" -3.805 "minor" 0.0985 1.7e-05 0.000251 0.0849 0.285 118.033 "6YQ4SiPnENmV5uF8Z3PpA4" 256867 4 "C# minor"
0.143 0.628 "G" -5.622 "major" 0.0395 0.101 0.000161 0.0967 0.0964 172.12 "49XlGXVk1HOy1J28tjaIyY" 263053 4 "G major"
0.487 0.966 "C" -4.428 "minor" 0.207 1.84e-05 0 0.334 0.605 139.955 "0R3mu0dOKOe2r1EDOca39U" 191200 4 "C minor"
0.464 0.962 "C" -4.792 "major" 0.233 0.000154 0 0.952 0.54 155.055 "322KFoXJVmqNyVCCs0Z713" 188787 4 "C major"
0.444 0.901 "F" -5.497 "minor" 0.0669 0.00135 0 0.142 0.556 90.038 "1ThpRiisM7LPZOojNXWZug" 240840 4 "F minor"
0.523 0.97 "A#" -5.182 "minor" 0.191 0.000833 0 0.205 0.447 95.017 "1hfLqNZPdfHMRoJiH23Wp8" 241000 4 "A# minor"
0.431 0.947 "C" -4.45 "minor" 0.119 0.000569 0 0.0925 0.62 159.933 "4RH4C0aJuJiNStTL813GIh" 185173 4 "C minor"
0.459 0.968 "C" -4.782 "major" 0.0822 3.48e-05 0 0.358 0.721 74.963 "36KH2r0JLzix1WKHURR2MY" 228480 4 "C major"
0.522 0.941 "G#" -3.947 "major" 0.101 0.000115 0 0.256 0.471 100.015 "42TJTYLMO2zYK2ADXRa6SF" 192827 4 "G# major"
0.516 0.95 "C" -3.687 "minor" 0.193 0.000113 0 0.299 0.499 138.025 "0o5bgiswMLeZgcgTLEijh1" 195013 4 "C minor"
0.351 0.751 "D#" -5.889 "minor" 0.0642 0.00413 0 0.181 0.208 178.056 "2JPYNZOWzjiuaEek4AjJNu" 209933 4 "D# minor"
0.572 0.926 "G#" -4.717 "major" 0.135 0.000381 0 0.158 0.343 100.017 "5qzph68pXBBbS5KB79R1L4" 206267 4 "G# major"
0.437 0.43 "C" -13.502 "major" 0.0417 0.699 0.951 0.0977 0.241 130.027 "0q2gABfE02TGMoR8wxkUB1" 173760 4 "C major"
0.163 0.414 "G#" -12.167 "major" 0.034 0.378 0.947 0.0991 0.0539 76.807 "0DxTE025w7cov2tnABDtwx" 123600 3 "G# major"
0.457 0.372 "C" -11.564 "major" 0.0273 0.818 0.932 0.0944 0.179 98.047 "5KlAzJduhdzXClrMSJzsmV" 125067 5 "C major"
0.431 0.71 "D" -10.718 "major" 0.049 0.107 0.968 0.142 0.342 155.001 "6RhzjeoQlXDShX7rkykywq" 80973 1 "D major"
0.386 0.51 "D#" -10.396 "major" 0.0359 0.67 0.935 0.113 0.0774 120.017 "0yzobTrhf4LsB2eWh5vCXw" 147587 4 "D# major"
0.131 0.459 "C" -11.182 "major" 0.0328 0.0286 0.944 0.123 0.0376 91.16 "10S1OGE5pslbIsts1rRrgU" 147707 3 "C major"
0.135 0.14 "C" -12.581 "major" 0.0328 0.919 0.984 0.1 0.0391 73.532 "2EnHtqURGpqKsKLM7g15sZ" 146987 3 "C major"
0.474 0.385 "G" -11.28 "major" 0.0442 0.903 0.925 0.0861 0.0851 148.08 "6b8cACJwqWz6r60l6LOsEv" 140680 4 "G major"
0.445 0.327 "A" -14.811 "minor" 0.0366 0.62 0.927 0.109 0.0834 120.046 "0laNUw22hjNfubiPeqVO1w" 204867 4 "A minor"
0.296 0.54 "D" -12.053 "major" 0.0707 0.167 0.924 0.136 0.106 85.67 "4NJBxsC2dzHrAbnS6ZuyU5" 194080 4 "D major"
0.198 0.467 "D" -8.449 "minor" 0.0371 0.456 0.878 0.106 0.149 84.715 "3DsOSi3VH3HIJVrjJbfEeY" 167360 4 "D minor"
0.0888 0.379 "E" -13.313 "major" 0.0342 0.424 0.961 0.101 0.0621 85.296 "3Xdg9Wa2gyQqWwAIcAqltw" 174693 4 "E major"
0.436 0.682 "A#" -11.441 "major" 0.06 0.376 0.949 0.105 0.27 84.956 "6Q0NB67jnZkn1q4HMranJc" 138440 4 "A# major"
0.147 0.34 "B" -12.671 "major" 0.0351 0.958 0.906 0.108 0.0384 137.912 "0vZSsTOXkNTb5CuE8ALc1X" 150093 5 "B major"
0.232 0.354 "D" -11.573 "major" 0.0321 0.642 0.98 0.0877 0.0387 98.341 "0o5FRjVAtJsuBuyvBruZd6" 119391 4 "D major"
0.182 0.421 "C" -10.77 "major" 0.0421 0.748 0.986 0.0579 0.106 145.622 "6I8b8dQuI4SdL1iCHGjpvk" 130409 4 "C major"
0.248 0.499 "D" -9.487 "minor" 0.0322 0.664 0.919 0.0878 0.0447 149.858 "5AVmjGoGIFU0yGecx5OymQ" 123093 4 "D minor"
0.495 0.292 "A" -13.364 "minor" 0.0313 0.793 0.956 0.129 0.0947 120.417 "0ajUR3DK2sgweGFuwwDKBI" 101853 4 "A minor"
0.126 0.208 "D" -13.854 "major" 0.0347 0.929 0.901 0.148 0.0391 81.964 "5OaJDaHQyZEVdUSltMDKxW" 155133 4 "D major"
0.321 0.149 "E" -15.478 "major" 0.0358 0.52 0.935 0.0989 0.0377 60.007 "43jlsXA3fp2U4XY0RMY7QC" 125627 4 "E major"
0.338 0.48 "G" -13.579 "major" 0.035 0.622 0.929 0.108 0.206 86.996 "4pHFtwfNtHbgZM2yulLmPZ" 114080 3 "G major"
0.188 0.25 "F" -14.083 "major" 0.0378 0.589 0.869 0.0704 0.081 107.735 "2WYlYGGamOFyhAbrhHvh9M" 138667 3 "F major"
0.469 0.613 "D" -13.442 "major" 0.0496 0.421 0.958 0.115 0.104 144.025 "2DgKru9Rbxn2ClU7YQf4Kr" 145787 4 "D major"
0.181 0.284 "G" -14.094 "major" 0.0338 0.561 0.933 0.107 0.0399 140.35 "1ekPrl1J6lHsBlXqI06fB4" 140413 4 "G major"
0.334 0.46 "A" -13.189 "major" 0.0439 0.114 0.907 0.127 0.0454 100.181 "1kEMGorj5UU9OloZMLDtCj" 133427 4 "A major"
0.0736 0.291 "G" -13.272 "major" 0.0357 0.415 0.931 0.112 0.0344 79.988 "1QhEpofyxGyGN9nMxjOr3T" 156333 5 "G major"
0.255 0.873 "A" -7.779 "major" 0.133 0.0275 2.08e-05 0.94 0.483 123.912 "2w7JnIqzpA9PKrt6RCIyvm" 275887 3 "A major"
0.45 0.701 "G" -8.163 "major" 0.0366 0.0266 0 0.117 0.298 123.336 "4CzKsGEZ36Msp1WkYgAg9S" 273725 4 "G major"
0.513 0.625 "G" -8.523 "major" 0.0353 0.204 1.7e-06 0.466 0.163 113.793 "6LNdecVjjpD45jDl8GlZdV" 255306 4 "G major"
0.373 0.515 "D" -10.487 "major" 0.0391 0.11 0 0.324 0.319 76.967 "4CxRCPL2OWThDvR0nVcN9s" 250345 4 "D major"
0.214 0.459 "E" -9.306 "major" 0.0312 0.342 1.14e-06 0.694 0.119 73.26 "2ffHP003fP8GXl1PLnWpLc" 255371 3 "E major"
0.568 0.461 "B" -10.421 "major" 0.0505 0.711 0 0.644 0.249 111.549 "2yadwzoJGR5WfdT4vn6OQo" 283540 4 "B major"
0.294 0.517 "G" -9.739 "major" 0.0422 0.031 2.94e-06 0.89 0.26 106.469 "7KfiHnZoFxS457yNmrKIpa" 305993 4 "G major"
0.134 0.799 "D" -6.798 "major" 0.0528 0.00028 0.000167 0.0967 0.0624 193.941 "7o7uyFo9y78d3li0wEkepY" 311493 4 "D major"
0.386 0.942 "F#" -3.761 "major" 0.0405 1e-05 0.000491 0.0811 0.354 167.04 "0VQPaFVOiUWGlYDL1tUewi" 214040 4 "F# major"
0.526 0.487 "F#" -6.29 "major" 0.0266 9.76e-05 6.04e-05 0.115 0.0541 143.992 "3EJKxycO3ceN338UQQgpVg" 222787 3 "F# major"
0.195 0.912 "G" -7.253 "major" 0.158 0.000412 0.0466 0.123 0.0922 183.089 "2m71wUV1jEsGmxvmF3q0P8" 415427 3 "G major"
0.417 0.453 "E" -7.185 "minor" 0.0274 0.658 0 0.268 0.519 178.877 "08f6CoeIQw7u6WDjCGKiqB" 193097 3 "E minor"
0.47 0.908 "D" -5.487 "major" 0.0812 6.33e-05 0.0406 0.0887 0.0745 99.038 "0lVy248wafnuEH5Rg4a3Or" 269610 4 "D major"
0.483 0.981 "C#" -3.641 "major" 0.0788 0.00681 0.00582 0.589 0.102 101.7 "6xrkYyXiBNgmfYENclTW0q" 264747 4 "C# major"
0.464 0.763 "A#" -5.67 "minor" 0.0289 0.00316 0.00196 0.113 0.268 95.928 "16wDdU2n2jQ8ayk3b1bQ43" 334693 3 "A# minor"
0.314 0.964 "C" -4.277 "major" 0.0939 0.00135 0.000247 0.289 0.238 177.93 "4E2NxKetIDlo5qlicjrzAC" 306013 4 "C major"
0.444 0.473 "D#" -7.891 "minor" 0.0261 0.16 0.00565 0.164 0.217 137.917 "3e8wWejZZkhOmloRWv4Wzk" 219480 3 "D# minor"
0.483 0.979 "F" -4.278 "minor" 0.115 0.00249 0.651 0.259 0.174 134.032 "1y2tPtaHQ6ERwJjL47HHh7" 437507 4 "F minor"
0.402 0.752 "F#" -5.95 "minor" 0.0343 0.571 0.00317 0.126 0.437 159.94 "4CzY52FYCfd0WCA2ZbwXS8" 226653 4 "F# minor"
0.32 0.99 "D" -3.099 "major" 0.117 0.00199 0.0657 0.106 0.267 192.018 "7LoF1tMOMwO8XVfY43zicw" 270853 4 "D major"
0.297 0.961 "D#" -4.304 "minor" 0.0998 0.000267 0.459 0.335 0.186 180.152 "6D9fGFtACRUJw5fuEbnQwS" 358880 4 "D# minor"
0.583 0.415 "G#" -7.56 "minor" 0.0261 0.846 5.2e-05 0.141 0.399 81.247 "3LnePh1mlduj28bGZRFUQS" 189893 3 "G# minor"
0.191 0.988 "C#" -5.688 "minor" 0.167 2.48e-05 0.00297 0.302 0.092 159.433 "1RlYT3783gHDe9FFbA4WzS" 297440 4 "C# minor"
0.17 0.259 "F" -22.573 "major" 0.0473 0.689 0.916 0.209 0.121 138.668 "6ONQRBSyjwlC10ZJVOLATp" 75747 4 "F major"
0.331 0.907 "E" -7.158 "minor" 0.0621 0.000586 0.454 0.421 0.0994 182.894 "43sEUVUpEbulVOLwcuJ9fE" 611533 3 "E minor"
0.569 0.936 "G" -5.234 "major" 0.0397 6.96e-05 0.0839 0.145 0.456 99.012 "0P5N7pzlwuYDyq2XsJ8Brf" 241787 4 "G major"
0.567 0.831 "B" -6.246 "minor" 0.0292 0.00127 0.179 0.274 0.429 100.013 "1tJFJsPaXGR38tSnIWfVnH" 300493 4 "B minor"
0.48 0.865 "G#" -6.385 "minor" 0.0452 0.00145 0.0306 0.179 0.213 89.51 "1fYuv13pHm3MqLwq51177L" 299387 4 "G# minor"
0.475 0.891 "G" -5.336 "major" 0.0414 0.000373 0.0093 0.375 0.613 145.02 "1rge2J9zGgfpXOyantEysl" 260213 4 "G major"
0.469 0.951 "E" -6.107 "major" 0.0621 0.000369 0.259 0.254 0.447 134.975 "0IqL0GWaSmr2smuicBvR58" 291667 4 "E major"
0.577 0.914 "B" -6.623 "minor" 0.0448 0.0012 0.0122 0.444 0.593 130.021 "7lXEa11fqnkgTslZKSqbfx" 240173 4 "B minor"
0.223 0.784 "D" -7.724 "minor" 0.0392 0.00062 0.462 0.378 0.105 99.936 "1hSPWWmMzzjBQhBAovoUbZ" 527813 3 "D minor"
0.519 0.621 "F" -7.057 "major" 0.027 0.0251 0.42 0.118 0.122 135.033 "2gaAX72AT2yEyN9WtqGwXD" 599453 1 "F major"
0.484 0.961 "D" -3.816 "major" 0.0797 2.71e-05 0.00252 0.312 0.0617 110.031 "5SqbMrun17C2yPd7rUePhA" 333467 5 "D major"
0.416 0.977 "D" -2.827 "major" 0.112 0.000636 0 0.238 0.245 92.398 "0o42FYwVj5rYgT2A5vlKAc" 300027 4 "D major"
0.452 0.945 "G" -2.807 "major" 0.0767 0.000397 8.84e-06 0.3 0.37 101.981 "3TSqqI3bWFEcSzRLLy9y0u" 286267 4 "G major"
0.446 0.955 "G" -3.483 "major" 0.136 2.65e-05 0.844 0.285 0.225 119.941 "1nPeGKrFpKKekJgyvhAdub" 234587 4 "G major"
0.303 0.945 "G" -2.8 "major" 0.124 0.000396 1.67e-06 0.0802 0.391 155.117 "5xrFrx0EiSvVyS1ITXhNo8" 250160 4 "G major"
0.434 0.488 "A" -6.037 "minor" 0.0294 0.197 0.000212 0.188 0.136 113.924 "3NTZdH00i6qfF18sl8NKGz" 289520 4 "A minor"
0.354 0.916 "G" -4.288 "major" 0.0776 0.00106 0.000429 0.186 0.203 75.502 "7fKyPDbzH2xU04vHFxBWLg" 762107 4 "G major"
0.238 0.956 "G" -3.068 "major" 0.0838 0.00102 0 0.113 0.451 176.758 "31xcUGxaVR5PzDYoNt1moR" 268413 4 "G major"
0.243 0.942 "E" -3.626 "minor" 0.17 0.00152 0.000834 0.103 0.143 149.909 "5s0BMOjy7hFReD2PLVhhDp" 559387 4 "E minor"
0.456 0.978 "F#" -3.117 "major" 0.0741 0.000196 3.19e-06 0.132 0.335 150.164 "70nhCqUOVBK3ebCgkqmC89" 353053 4 "F# major"
0.51 0.926 "G" -4.55 "major" 0.0424 0.00612 0.000115 0.11 0.316 135.049 "2kqPB5oD32UrJtspY9m7rN" 627413 3 "G major"
0.231 0.866 "A" -5.131 "major" 0.0517 3.62e-05 0.000552 0.29 0.191 138.311 "76Je5Wklky23mVoxiRszcN" 255960 4 "A major"
0.433 0.959 "A" -4.04 "major" 0.0431 0.000917 0 0.028 0.365 172.984 "7x8dCjCr0x6x2lXKujYD34" 269373 4 "A major"
0.596 0.557 "C" -6.401 "major" 0.0299 0.027 1.64e-05 0.0914 0.314 124.023 "2XvrMHbSO077Ajg7QTTNdY" 244960 4 "C major"
0.45 0.932 "G#" -2.966 "major" 0.0614 6.45e-05 4.44e-05 0.082 0.123 130.192 "5t142J9jQl1aaajsbxGjwg" 253133 4 "G# major"
0.401 0.888 "C" -3.793 "major" 0.0401 0.000367 0 0.12 0.365 146.781 "0bORa4VpL8NzyMXEI6UFGK" 224880 4 "C major"
0.389 0.612 "E" -6.392 "major" 0.0355 0.00154 1.03e-05 0.116 0.16 138.351 "4P4s2KHOw0uISbLI3zkHtD" 310600 3 "E major"
0.465 0.919 "E" -4.025 "major" 0.0408 1.83e-05 2.07e-05 0.262 0.537 135.997 "5OQsiBsky2k2kDKy2bX2eT" 235293 4 "E major"
0.359 0.893 "E" -8.036 "minor" 0.0665 3.4e-05 0.0955 0.751 0.185 136.115 "1wLQwg0mloy3yXjL0jPE0N" 323373 4 "E minor"
0.377 0.908 "E" -3.793 "minor" 0.0899 1.4e-05 1.4e-05 0.241 0.265 144.563 "67vYdAAM3oGsEImCRfbtsF" 265560 4 "E minor"
0.469 0.896 "E" -5.007 "minor" 0.0367 0.00446 0 0.14 0.663 79.078 "2sWdCAkJzk9zUeBKmXtott" 248027 4 "E minor"
0.51 0.973 "F#" -5.277 "minor" 0.0617 0.00232 0 0.105 0.456 95.003 "2imowW3BiQRWcIBjjjGKAl" 207933 4 "F# minor"
0.406 0.975 "E" -4.285 "minor" 0.0937 0.000325 0.00018 0.613 0.602 91.826 "1GUIe5w3M008FjERhcuHSJ" 258187 4 "E minor"
0.308 0.934 "A" -4.145 "minor" 0.0606 0.000306 0.0313 0.0863 0.541 97.848 "1KwAKPEAk1rRq1egmf7ww9" 307867 4 "A minor"
0.213 0.839 "E" -5.109 "minor" 0.0406 0.00285 0.00195 0.279 0.288 81.402 "5xX9duoLvVMFUqaD8NgrKC" 336640 4 "E minor"
0.316 0.908 "E" -5.455 "minor" 0.0779 0.00194 0.0578 0.111 0.3 107.743 "7kocq12UHSZ2S4U8P71RXo" 565027 4 "E minor"
0.35 0.952 "F" -4.485 "major" 0.14 0.00122 0 0.262 0.539 86.146 "5jNmbcbuNhM8d5oUld1WsS" 228493 4 "F major"
0.176 0.845 "F" -5.732 "major" 0.092 0.00546 0.00311 0.123 0.214 190.867 "6HEUfzCyqifQFu2ni9aTLV" 441787 4 "F major"
0.285 0.99 "A" -3.512 "major" 0.201 7.09e-05 0.00021 0.118 0.215 78.537 "17slJ2AOP8TGSzF2aQeXHk" 350373 4 "A major"
0.311 0.876 "E" -5.115 "minor" 0.0936 0.0466 0.00442 0.134 0.296 124.584 "4YsgFGkP1KeSFDWfZqVioX" 516427 4 "E minor"
0.319 0.965 "G" -4.354 "minor" 0.0646 9.4e-05 0.00221 0.141 0.624 127.721 "7xa3dJQMzBVzsrZ81tNcHP" 203653 4 "G minor"
0.359 0.928 "A" -4.157 "minor" 0.0475 0.000469 0.000732 0.211 0.52 93.88 "6VVnTDgxsyRyiyyWnGvdJH" 334813 4 "A minor"
0.269 0.943 "F#" -4.71 "minor" 0.0476 0.000119 0.0283 0.282 0.328 89.092 "3KCdBOxFWILICAH8vvSFny" 280893 4 "F# minor"
0.308 0.866 "D" -5.671 "minor" 0.059 0.000739 0.00141 0.232 0.227 109.825 "6p8eFfPw3nQkf37aT3AkmK" 438120 4 "D minor"
0.243 0.983 "D" -3.908 "major" 0.159 0.022 0 0.0451 0.474 165.51 "5G4nSXSyNIVbPiap7gu8wY" 229027 4 "D major"
0.272 0.925 "E" -4.786 "minor" 0.0898 0.034 0.00281 0.217 0.583 108.631 "1QEfmtZFmBz4cCh80Yfstr" 263213 4 "E minor"
0.243 0.872 "E" -6.058 "minor" 0.0523 0.164 0.0175 0.158 0.0948 105.828 "4STDzTw4Z13mee7Ig4vi1n" 594080 4 "E minor"
0.208 0.981 "F" -4.341 "minor" 0.112 0.00308 0.0271 0.0836 0.563 189.523 "4i4t5Asb8cJPzcbmZ5b15u" 298520 4 "F minor"
0.3 0.936 "D" -5.399 "major" 0.0456 0.0337 0.021 0.158 0.756 133.065 "3wFGRek61NIF330UwJCI52" 271907 4 "D major"
0.446 0.97 "A" -5.004 "minor" 0.0508 0.00754 0.000275 0.199 0.595 94.233 "2SrVGpjv0mqCR6j9EZPSm2" 363587 4 "A minor"
0.409 0.89 "C" -6.839 "major" 0.0558 0.088 0.107 0.0935 0.268 100.409 "3nlGByvetDcS1uomAoiBmy" 290587 4 "C major"
0.249 0.943 "C" -5.188 "major" 0.0669 0.0286 0.00401 0.162 0.458 173.671 "4Zc7TCHzuNwL0AFBlyLdyr" 233507 4 "C major"
0.313 0.882 "C" -6.215 "major" 0.0355 0.0346 0.338 0.45 0.3 103.981 "469rBLYJUZHMJLtq2Wch3h" 431093 4 "C major"
0.219 0.939 "A" -5.333 "major" 0.0935 0.00547 0.00149 0.0529 0.395 83.739 "2Ydpa6xB4kD8WRXHYN6T1G" 301667 4 "A major"
0.539 0.992 "B" -4.477 "minor" 0.0969 0.000301 4e-06 0.25 0.422 119.053 "5hqeN4BECVjmD9cA1tBDoT" 226573 4 "B minor"
0.484 0.979 "C#" -4.306 "minor" 0.0782 4.09e-05 0 0.0675 0.232 99.988 "3qpRXARyb4xxPdj5VXSb6n" 258667 4 "C# minor"
0.436 0.97 "B" -4.782 "minor" 0.08 0.000497 0 0.128 0.34 83.477 "5AIYNwlZNxFFV30vbry5j6" 309813 4 "B minor"
0.358 0.976 "B" -3.713 "minor" 0.139 0.00011 0 0.0514 0.393 160.103 "4IPrM95OTTXMJYKXpdJEME" 260813 4 "B minor"
0.459 0.972 "C#" -4.059 "minor" 0.0722 0.000106 2.48e-06 0.318 0.314 93.501 "0HP12cPBVh2Jc208HO8B8w" 251533 3 "C# minor"
0.48 0.988 "C" -4.054 "major" 0.14 2.67e-05 5.59e-06 0.134 0.08 108.604 "20WqwWdOPXjxbnFQXziY7w" 270307 4 "C major"
